Neighborhood,Neighborhood_real,Venue Category,Venue,Neighborhood_Latitude,Neighborhood_Longitude,id,location_address,location_crossStreet,location_neighborhood,location_postalCode,location_city,location_state,location_country,categories_name,categories_pluralName,categories_shortName,cluster_label
East Hanover,,Market,LLJ Mini Mart,40.81408398,-74.39004828,567490df498e6c37a61956c8,"Riverwalk Plaza Shopping Center, 34 Ridgedale Ave # B",,,7936,East Hanover,NJ,United States,Market,Markets,Market,27
Northwest Queens,Long Island City,Market,Hudson Food Market,40.749869,-73.937268,5c5e2b0e82a750002c496854,2909A Queens Plaza N,at 29th St,Long Island City,11101,Long Island City,NY,United States,Market,Markets,Market,11
Jamaica,,Market,Ideal foods,40.71229172,-73.78650665,53cfa131498e7214fa71dbd5,175-35 Hillside Ave,,,11432,Jamaica,NY,United States,Market,Markets,Market,35
Paterson,,Market,food fair la gran marqueta,40.901875,-74.141844,545fd77f498e6bb7ceb01d00,,,,,Paterson,NJ,United States,Market,Markets,Market,28
Greenwich Village and Soho,,Market,Three Owls Market,40.738874,-74.008181,5cc0575395d986002c97ddd9,800 Washington St,,,10014,New York,NY,United States,Market,Markets,Market,14
Linden,,Grocery,Super Fresh,40.62596,-74.268766,5ce47dc42a7ab60039ec1822,651 Stiles St,,,7036,Linden,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,15
Gramercy Park and Murray Hill,Turtle Bay,Snacks,Amazon Go,40.758244,-73.970843,5d4db7cc816c150008c2196d,150 E 53rd St,Lexington Ave,Turtle Bay,10022,New York,NY,United States,Convenience Store,Convenience Stores,Convenience Store,4
Upper East Side,,Hotel,Heavenly Market,40.77768879,-73.94560703,5ab0f2354940bc30a6766a68,1692 York Ave,at E 89th St,,10128,New York,NY,United States,Deli / Bodega,Delis / Bodegas,Deli / Bodega,11
Central Brooklyn,,Market,Ideal Food Basket,40.67029953,-73.93156433,56ca43ffcd10b93122921ba3,1410 Saint Johns Pl,,,11213,Brooklyn,NY,United States,Market,Markets,Market,12
West Queens,,Grocery,Fresh n Save Marketplace,40.74584205,-73.90184004,52fe9df2498e30e5f1cf8ee8,62-09 Roosevelt Ave,62nd St,,11377,Woodside,NY,United States,Grocery Store,Grocery Stores,Grocery Store,31
Upper West Side,,Health,CVS pharmacy,40.78245335,-73.98069918,53594752498e0981d66268d3,2182 Broadway,,,10024,New York,NY,United States,Pharmacy,Pharmacies,Pharmacy,37
Upper East Side,"Upper East Side, New York, NY",Grocery,D'Agostino at 76th Street,40.77276762,-73.96051945,4b09a2bdf964a520bd1a23e3,1074 Lexington Ave,at 76th St,"Upper East Side, New York, NY",10021,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,11
Northwest Brooklyn,,Hotel,Dumbo Market,40.70252,-73.99027,5cc4cedf23a2e6002c878112,66 Front St,,,11201,Brooklyn,NY,United States,Food & Drink Shop,Food & Drink Shops,Food & Drink,21
Northwest Queens,Long Island City,Market,Foodcellar Market,40.74545489,-73.95651398,4a74aadbf964a5201adf1fe3,4-85 47th Rd,btw 5th St & Center Blvd,Long Island City,11101,Queens,NY,United States,Supermarket,Supermarkets,Supermarket,11
Greenwich Village and Soho,,Market,Morton Williams Supermarket,40.72787273,-73.99874313,4a462d3df964a5208ca81fe3,130 Bleecker St,LaGuardia Pl.,,10012,New York,NY,United States,Supermarket,Supermarkets,Supermarket,14
Springfield,,Market,Golden Valley Supermarket,40.71032396,-74.31059733,54dfbf53498e7eda5de4d657,211 Morris Ave,Mountain Ave.,,7081,Springfield,NJ,United States,Market,Markets,Market,36
Boonton,,Market,ACME Markets,40.9082863,-74.3969898,57e05c1f498e6c8a75e84138,550 Myrtle Ave,,,7005,Boonton,NJ,United States,Supermarket,Supermarkets,Supermarket,13
Bushwick and Williamsburg,,Market,Premier Food Fresh Market,40.69277518,-73.92791197,55bea682498e8c0db34a0dc5,1165 Broadway,,,11221,Brooklyn,NY,United States,Market,Markets,Market,12
Brooklyn,,Market,Fresh Start Marketplace,40.69408025,-73.9918464,5849b97b8f0be42a4dfee8fc,180 Montague St,Couet St & Clinton St.,,,Brooklyn,NY,United States,Market,Markets,Market,21
Closter,,Market,Stop & Shop,40.9691756,-73.9632035,5634b031498e1a42e18cc7bf,400 Demarest Ave,,,7624,Closter,NJ,United States,Supermarket,Supermarkets,Supermarket,29
Port Richmond,,Market,Stop & Shop,40.62611471,-74.13553018,568070c6498e84037146ff96,1351 Forest Ave,Barret Ave,,10302,Staten Island,NY,United States,Market,Markets,Market,23
Queens,,Market,Food Universe,40.74441304,-73.77715283,56cf69c8cd10c2bb7ef876ba,,,,,Queens,NY,United States,Market,Markets,Market,35
Chelsea and Clinton,,Market,Pearl River Mart,40.74273528,-74.00651834,5a0cd6a226659b3186aedcc8,75 9th Ave,Chelsea Market,,10011,New York,NY,United States,Market,Markets,Market,14
Short Hills,,Market,Primo Mercato,40.74086215,-74.36195355,5c1fcceec21cb1002cd980ef,Morris Tpke,,,7078,Short Hills,NJ,United States,Market,Markets,Market,2
Northwest Brooklyn,,Market,Key Food,40.69352732,-73.96518303,561e75bf498e485570579d4a,490 Myrtle Ave,,,11205,Brooklyn,NY,United States,Market,Markets,Market,21
Clifton,,Grocery,Istanbul Market,40.88592957,-74.15034824,4d34d3dc6c7c721e1d9cc556,1500 Main Ave,,,7011,Clifton,NJ,United States,Grocery Store,Grocery Stores,Grocery Store,28
Chelsea and Clinton,,Market,Chelsea Market,40.7421515,-74.00581181,41390580f964a520dc1a1fe3,75 9th Ave,btwn W 15th & W 16th St,,10011,New York,NY,United States,Market,Markets,Market,14
Gramercy Park and Murray Hill,,Hotel,Pleroma,40.74928724,-73.97275703,5b55d92bb5cb76002c7a013c,767 2nd Avenue,42nd Street,,10017,New York,NY,United States,Deli / Bodega,Delis / Bodegas,Deli / Bodega,4
Jersey City,Harsimus,Market,Oliva,40.72038947,-74.04357598,5bc7bd8889b06a0039b7deb2,138 Newark Ave,,Harsimus,7302,Jersey City,NJ,United States,Market,Markets,Market,0
Astoria,,Market,City Fresh Market,40.7653895,-73.93083578,54bd5228498ecd38da64acb2,Broadway,,,,Astoria,NY,United States,Market,Markets,Market,31
Central Brooklyn,,Grocery,Food Garden Market,40.677458,-73.955817,5daefcfbdaa0d00007990c99,608 Franklin Ave,Dean St.,,11238,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,21
Chelsea and Clinton,,Hotel,Citarella,40.7534613,-74.0008205,5c8bdbff610f04002c86bee4,20 Hudson Yards Apt 207A,,,10001,New York,NY,United States,Gourmet Shop,Gourmet Shops,Gourmet,4
Pelham,,Grocery,DeCicco Food Market,40.91205672,-73.80939536,4b6e1610f964a52067a92ce3,43 Fifth Ave,,,10803,Pelham,NY,United States,Grocery Store,Grocery Stores,Grocery Store,8
Hastings-on-Hudson,,Market,Food Town,40.9950562,-73.87916138,576feda8498e6daba5fe3ab8,,,,,Hastings-on-Hudson,NY,United States,Market,Markets,Market,22
Southwest Brooklyn,,Market,BJ's Wholesale Club,40.59237435,-73.99808002,5414c737498e90969f0d2393,1752 Shore Pkwy,,,11214,Brooklyn,NY,United States,Warehouse Store,Warehouse Stores,Warehouse Store,33
Bronx Park and Fordham,,Market,Arthur Avenue Retail Market,40.85415679,-73.88817917,4b6dc1f6f964a520f98c2ce3,2344 Arthur Ave,,,10458,Bronx,NY,United States,Market,Markets,Market,24
Bronx Park and Fordham,,Market,Arthur Avenue Retail Market,40.85415679,-73.88817917,4b6dc1f6f964a520f98c2ce3,2344 Arthur Ave,,,10458,Bronx,NY,United States,Market,Markets,Market,24
Bronx Park and Fordham,,Market,Arthur Avenue Retail Market,40.85415679,-73.88817917,4b6dc1f6f964a520f98c2ce3,2344 Arthur Ave,,,10458,Bronx,NY,United States,Market,Markets,Market,24
Bronx Park and Fordham,,Market,Arthur Avenue Retail Market,40.85415679,-73.88817917,4b6dc1f6f964a520f98c2ce3,2344 Arthur Ave,,,10458,Bronx,NY,United States,Market,Markets,Market,24
Gramercy Park and Murray Hill,NoMad,Caf�,Blank Slate Coffee + Kitchen,40.745288,-73.984585,563ca027cd1059cb28185fbd,121 Madison Ave,btwn E 30th & E 31st St,NoMad,10016,New York,NY,United States,Café,Cafés,Café,4
Gramercy Park and Murray Hill,,Hotel,Grand Central Market,40.75232059,-73.97608638,4a60c306f964a52028c11fe3,105 E 42nd St,,,10017,New York,NY,United States,Gourmet Shop,Gourmet Shops,Gourmet,4
Northwest Brooklyn,,Hotel,K&Y Fruit and Veggie,40.6842039,-73.99500092,4a59edcaf964a52091b91fe3,291 Court St,btwn Douglass & Degraw St,,11231,Brooklyn,NY,United States,Food & Drink Shop,Food & Drink Shops,Food & Drink,21
Central Brooklyn,,Grocery,Wholesome Farm Market,40.683593,-73.967846,5f3294c4b6f5c30685afe241,840 Fulton Street,Vanderbilt Ave,,11238,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,21
Stapleton and St. George,,Market,St. George Greenmarket,40.64200731,-74.07802076,53b87097498e83df908d3e91,St. Mark's Place,Fort Place,,10301,Staten Island,NY,United States,Farmers Market,Farmers Markets,Farmer's Market,23
Greenwich Village and Soho,,Market,Grand Street Fruit Stand,40.71798963,-73.99599663,4e42eb991520d7e4157c9d48,231 Grand St,Grand St & Bowery St,,10013,New York,NY,United States,Farmers Market,Farmers Markets,Farmer's Market,14
Upper East Side,,Market,Juice Press,40.772026,-73.958689,601ffd78dd82992365783bcc,,,,10021,New York,NY,United States,Farmers Market,Farmers Markets,Farmer's Market,11
Sunset Park,,Market,Sunset Park Farmers Market,40.646673,-74.003841,5b40bde3d3cce80039e0ca6b,44th Street,6th Ave.,,11220,New York,NY,United States,Farmers Market,Farmers Markets,Farmer's Market,33
Linden,,Market,RT. 27 Farm,40.62644255,-74.27235004,4d06b582a2685481f021c3bd,1111-1187 E St Georges Ave,,,7036,Linden,NJ,United States,Farmers Market,Farmers Markets,Farmer's Market,15
Lower Manhattan,,Market,Greenmarket At Oculus Plaza,40.71287,-74.011928,5977cb6a3731ee63d6c551cf,,,,10007,New York,NY,United States,Farmers Market,Farmers Markets,Farmer's Market,14
Southeast Bronx,,Market,Harvest Home Jacobi Hospital Farmers' Market,40.85652542,-73.84736633,4c9932179f259eb0d2f54885,1400 Pelham Pkwy S,Eastchester Rd.,,10461,Bronx,NY,United States,Farmers Market,Farmers Markets,Farmer's Market,8
Chelsea and Clinton,,Hotel,Amish Market,40.76318135,-73.98935429,4ad7cb6af964a520ce0e21e3,731 9th Ave,Btw 49th & 50th Sts.,,10019,New York,NY,United States,Gourmet Shop,Gourmet Shops,Gourmet,4
West Central Queens,,Market,Forest Hills Greenmarket,40.72186852,-73.8466761,4ff9823ce4b0d27dd89fe10a,Queens Blvd.,at 70th Ave.,,11375,Forest Hills,NY,United States,Farmers Market,Farmers Markets,Farmer's Market,1
Belleville,,Market,7 Farmers Market,40.80189908,-74.1708989,4da462d322a5f04d013e3755,345 Franklin Ave,,,7109,Belleville,NJ,United States,Farmers Market,Farmers Markets,Farmer's Market,5
Flatbush,,Market,Cortelyou Greenmarket,40.64086967,-73.96537198,4beffc1dc8d920a186489430,Cortelyou Rd,btwn Rugby & Argyle Rds,,11226,Brooklyn,NY,United States,Farmers Market,Farmers Markets,Farmer's Market,33
Chelsea and Clinton,,Market,79th Street Greenmarket,40.78194891,-73.97548556,4b4a02f4f964a520e07726e3,Columbus Ave,btw W 77th & W 80th Sts,,10019,New York,NY,United States,Farmers Market,Farmers Markets,Farmer's Market,37
South Shore,,Market,Top Tomato,40.5178203,-74.23580553,4ed4e39d9a52627d043a7f7c,240 Page Ave,,,10307,Staten Island,NY,United States,Farmers Market,Farmers Markets,Farmer's Market,20
Northeast Queens,,Market,Bayside Milk Farm,40.76856183,-73.77323784,4b6483e9f964a520e7b92ae3,35-15 Bell Blvd,,,11361,Bayside,NY,United States,Farmers Market,Farmers Markets,Farmer's Market,35
Rahway,,Market,Rahway Farmers Market,40.60751895,-74.28837512,4c4f53cfbec4d13a5e610c62,1050 Saint Georges Ave,St. George,,7065,Rahway,NJ,United States,Farmers Market,Farmers Markets,Farmer's Market,15
Totowa,,Market,46 Farmers Market,40.89341605,-74.23429085,4c1a85fcb306c928dcbd60b7,,,,7512,Totowa,NJ,United States,Farmers Market,Farmers Markets,Farmer's Market,30
Northwest Brooklyn,,Grocery,Atlantic Fruits & Vegetables,40.6901388,-73.9937771,4b180371f964a52073cb23e3,181 Atlantic Ave,,,11201,Brooklyn,NY,United States,Grocery Store,Grocery Stores,Grocery Store,21
East Rutherford,,Market,17 Farmers Market,40.82494261,-74.09523378,4bec5bea49430f47c19e07d2,17 E Union Ave,Dubois St,,7073,East Rutherford,NJ,United States,Farmers Market,Farmers Markets,Farmer's Market,17
Chelsea and Clinton,Garment District,Market,Stiles Farmer's Market,40.75499392,-73.99503566,5907ae39c9f90767e70a0346,,36th & 37th,Garment District,10018,New York,NY,United States,Farmers Market,Farmers Markets,Farmer's Market,4
Greenwich Village and Soho,,Market,Abingdon Square Greenmarket,40.73708983,-74.00560375,4a970fd1f964a5203a2820e3,Abingdon Square,Hudson & West 12th,,10014,New York,NY,United States,Farmers Market,Farmers Markets,Farmer's Market,14
Southern Brooklyn,,Market,Produce Market 2000,40.5999595,-73.94577794,4bae8cd2f964a520a1bf3be3,2516 Avenue U,E 26th St,,11229,Brooklyn,NY,United States,Farmers Market,Farmers Markets,Farmer's Market,10
Mineola,,Grocery,North Shore Farms,40.75551528,-73.62375844,4e10a27c62e1d997a69881f2,330 E Jericho Tpke,,,11501,Mineola,NY,United States,Grocery Store,Grocery Stores,Grocery Store,7
New Hyde Park,,Grocery,H Mart,40.75410366,-73.65641065,4b8031f8f964a520415b30e3,400 Hillside Ave,btwn Herricks Rd & Brunswick Ave,,11040,New Hyde Park,NY,United States,Grocery Store,Grocery Stores,Grocery Store,39
Bergenfield,,Market,New Bridge Farmers Market,40.9151348,-74.00148116,4ba624d9f964a520b33639e3,91 New Bridge Rd,,,7621,Bergenfield,NJ,United States,Farmers Market,Farmers Markets,Farmer's Market,3
New Providence,,Market,Central Farmers Market,40.69720788,-74.40536411,53887829498e1819184b9d47,598 Central Ave,Chanlon Rd,,7974,New Providence,NJ,United States,Farmers Market,Farmers Markets,Farmer's Market,2
Northwest Brooklyn,,Market,Fort Greene Park Greenmarket,40.68972631,-73.97329714,4aabd14ef964a520375a20e3,186 DeKalb Ave,at Washington Pk,,11205,Brooklyn,NY,United States,Farmers Market,Farmers Markets,Farmer's Market,21
Bushwick and Williamsburg,,Market,Moore Street Market - La Marqueta De Williamsburg,40.7036974,-73.94106608,4df8bc5caeb70af3f2778d19,110 Moore St,Graham Ave. & Humboldt St.,,11206,Brooklyn,NY,United States,Farmers Market,Farmers Markets,Farmer's Market,6
Jersey City,Van Vorst Park,Market,Van Vorst Park Farmers Market,40.71807649,-74.04729704,505e1545e4b08ab5c2d6e077,,,Van Vorst Park,7302,Jersey City,NJ,United States,Farmers Market,Farmers Markets,Farmer's Market,0
Mount Vernon,,Market,Harvest Field Market,40.92515035,-73.8377742,4d1d1bd2e56f6ea848c3581d,75 Fleetwood Ave,Grand street,,10552,Mount Vernon,NY,United States,Farmers Market,Farmers Markets,Farmer's Market,22
Inwood and Washington Heights,Inwood,Market,Inwood Farmers Market,40.86906236,-73.92055953,4b6d8b8cf964a520a77b2ce3,on Isham St.,btw Seaman & Park Terrace West,Inwood,10034,New York,NY,United States,Farmers Market,Farmers Markets,Farmer's Market,24
Livingston,,Market,Rt 10 Farmers Market,40.79720956,-74.35331733,4bdc2db763c5c9b6e4a32a68,577 W Mount Pleasant Ave,,,7039,Livingston,NJ,United States,Farmers Market,Farmers Markets,Farmer's Market,27
Greenwich Village and Soho,,Market,Tribeca Greenmarket,40.71680203,-74.01087999,4a8c4baef964a520960d20e3,Greenwich St,btw Chambers St & Duane St,,10013,New York,NY,United States,Farmers Market,Farmers Markets,Farmer's Market,14
Jersey City,,Hotel,Lee's Continental Fruits & Vegetables,40.71913015,-74.04319409,4adcfb64f964a520246321e3,309 Grove St,Wayne,,7302,Jersey City,NJ,United States,Food & Drink Shop,Food & Drink Shops,Food & Drink,0
Hackensack,,Market,Giant Farmers Market,40.88835592,-74.04009458,4bb646b71344b71305419d04,325 Main St,at Berry St.,,7601,Hackensack,NJ,United States,Farmers Market,Farmers Markets,Farmer's Market,3
Northwest Brooklyn,,Market,Down to Earth Park Slope Farmers Market,40.67221236,-73.98389962,4ad23a27f964a52038e020e3,4th Street at 5th Avenue,,,11215,Brooklyn,NY,United States,Farmers Market,Farmers Markets,Farmer's Market,21
Greenpoint,Williamsburg,Market,McCarren Park Greenmarket,40.71969114,-73.95260028,4ada2427f964a520031f21e3,631-641 Union Ave.,btwn Driggs Ave. & N 12th St.,Williamsburg,11211,Brooklyn,NY,United States,Farmers Market,Farmers Markets,Farmer's Market,6
Northwest Brooklyn,,Market,Borough Hall Greenmarket,40.69370658,-73.99032074,4a588000f964a52086b71fe3,Cadman Plaza West,at Montague St,,11201,Brooklyn,NY,United States,Farmers Market,Farmers Markets,Farmer's Market,21
Northwest Brooklyn,,Market,Carroll Gardens Greenmarket,40.68058329,-73.99476444,4a635eb5f964a520e5c41fe3,252 Carroll Street,Smith St.,,11231,Brooklyn,NY,United States,Farmers Market,Farmers Markets,Farmer's Market,21
West Queens,,Market,Jackson Heights Greenmarket,40.75353055,-73.88881411,4c0bb5c3bbc676b0fde04bd5,34th Ave,Btn 77th St and 78th St,,11372,Jackson Heights,NY,United States,Farmers Market,Farmers Markets,Farmer's Market,31
Lower East Side,,Market,Tompkins Square Greenmarket,40.72617129,-73.98332609,4ab65b0af964a520b87620e3,Avenue A,E 7th St,,10009,New York,NY,United States,Farmers Market,Farmers Markets,Farmer's Market,14
Upper West Side,,Market,Morningside Park Farmers Market,40.80139994,-73.95960609,4b2d14caf964a520e6cd24e3,250 W. 110th St.,Manhattan Ave.,,10025,New York,NY,United States,Farmers Market,Farmers Markets,Farmer's Market,37
Upper East Side,,Market,St. Stephen's Greenmarket,40.7739823,-73.95073475,4a902f58f964a520641620e3,82nd Street,1st Avenue,,10028,New York,NY,United States,Farmers Market,Farmers Markets,Farmer's Market,11
Jersey City,,Market,Grove Street Farmers' Market,40.71976411,-74.04262197,4aaed89cf964a520856320e3,Grove Street PATH Plaza,Grove St. & Christopher Columbus Blvd.,,7302,Jersey City,NJ,United States,Farmers Market,Farmers Markets,Farmer's Market,0
Chelsea and Clinton,,Grocery,Citarella Gourmet Market - West Village,40.7343682,-73.9987142,5645958e498e7f7535964f96,424 6th Ave,btwn W 9th & W 10th St,,10011,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,14
Northwest Brooklyn,,Market,Fjord Fish Market,40.674759,-73.981412,5fd2ac23ade701235a9f806a,249 5th Ave,,,11215,New York,NY,United States,Fish Market,Fish Markets,Fish Market,21
Northwest Brooklyn,,Market,Park Slope Fish Market,40.670081,-73.978614,4c0138d19a950f470cbd08c6,217 7th Ave,3rd Street,,11215,Brooklyn,NY,United States,Fish Market,Fish Markets,Fish Market,21
