Neighborhood,Neighborhood_real,Venue Category,Venue,Neighborhood_Latitude,Neighborhood_Longitude,location_address,location_crossStreet,location_postalCode,id,location_city,location_state,categories_name,categories_pluralName,categories_shortName,location_neighborhood,cluster_label
Camden,North Western Head district,Restaurant,Temple Of Seitan,51.53828,-0.14429246,43 Parkway,,NW1 7PN,5e514847981b2400086e5af3,London,Greater London,Vegetarian / Vegan Restaurant,Vegetarian / Vegan Restaurants,Vegetarian / Vegan,,37
Hoxton,Northern Head district,Movie Theater,Everyman Cinema,51.53682873,-0.103487717,83 Upper St,,N1 0NP,4ac518e9f964a520c7ab20e3,London,Greater London,Movie Theater,Movie Theaters,Movie Theater,,15
Hoxton,Northern Head district,Park,Shoreditch Park,51.53455066,-0.086485147,New North Rd,Poole St,N1 6TA,4ada0163f964a5201d1d21e3,Hoxton,Greater London,Park,Parks,Park,,15
Hoxton,Northern Head district,Liquer,Big Chill Kings Cross,51.5309691,-0.119925443,257-259 Pentonville Rd,,N1 9NL,4adf4966f964a520177921e3,London,Greater London,Bar,Bars,Bar,,37
Hoxton,Northern Head district,Grocery,Planet Organic,51.53796695,-0.09967633,64 Essex Rd.,,N1 8LR,4ae30e9ff964a520289021e3,Islington,Greater London,Organic Grocery,Organic Groceries,Organic Grocery,,15
Hoxton,Northern Head district,Market,Newington Green Fruit & Vegetables,51.54988939,-0.086956191,109 Newington Green Rd,,,4ae89243f964a52082b021e3,Greater London,Greater London,Fruit & Vegetable Store,Fruit & Vegetable Stores,Fruit & Vegetable Store,,15
Hoxton,Northern Head district,Market,Steve Hatt,51.53858795,-0.099041215,,,N1 8LU,4aec3461f964a52082c521e3,Islington,Greater London,Fish Market,Fish Markets,Fish Market,,15
Hoxton,Northern Head district,Hotel,De Beauvoir Deli,51.54146375,-0.08500049,Southgate Rd,,N1 3JD,4afbd705f964a5202c1f22e3,London,Greater London,Deli / Bodega,Delis / Bodegas,Deli / Bodega,,15
Hoxton,Northern Head district,Restaurant,Camino,51.53120469,-0.12172349,3 Varnishers Yard,Caledonian Rd,N1 9FD,4b06dbd2f964a520a4f122e3,London,Greater London,Tapas Restaurant,Tapas Restaurants,Tapas,King's Cross,37
Hoxton,Northern Head district,Grocery,Co-op Food,51.53569304,-0.089222799,"Gainsborough Studios, 136 New North Road",,N1 6SU,4ba66068f964a520c94b39e3,London,Greater London,Grocery Store,Grocery Stores,Grocery Store,,15
Hoxton,Northern Head district,Market,Islington Farmers Market,51.53342836,-0.110167743,Chapel Market,Penton St.,N1 9PZ,4c0b6c36bbc676b0828c4bd5,Islington,Greater London,Farmers Market,Farmers Markets,Farmer's Market,,37
Hoxton,Northern Head district,Restaurant,Côte Brasserie,51.53640057,-0.103098012,4-6 Islington Gn,,N1 2XA,4eedd3b95c5c794ad2951d6b,Islington,Greater London,French Restaurant,French Restaurants,French,,15
Hoxton,Northern Head district,Library,West Library,51.54077772,-0.11608121,Bridgeman Rd,Caledonian Rd,N1 1BD,4f5b6735e4b08380674c2a07,London,Greater London,Library,Libraries,Library,,37
Hoxton,Northern Head district,Nightlife,Famous Cock Tavern,51.54601916,-0.10347291,259 Upper Street,,N1 1RU,502be949e4b0fbae031a5bd9,London,Greater London,Pub,Pubs,Pub,,15
Hoxton,Northern Head district,Restaurant,La Farola Cafe & Bistro,51.53756211,-0.102927473,101 Upper St,,N1 1QN,513cd467e4b0491058037717,London,Greater London,Spanish Restaurant,Spanish Restaurants,Spanish,,15
Hoxton,Northern Head district,Restaurant,Prawn On The Lawn Islington,51.546227,-0.101373,292 - 294,St.Pauls Road,N1 2LH,51b45939498e86aeba22a6af,London,Greater London,Seafood Restaurant,Seafood Restaurants,Seafood,,15
Hoxton,Northern Head district,Market,Moxon's Fish Monger,51.53437042,-0.104390569,,Camden Passage,N1 8EG,52debc80498e91f9a032f51e,Islington,Greater London,Fish Market,Fish Markets,Fish Market,,15
Hoxton,Northern Head district,Caf�,Friends of Ours,51.52916,-0.083724,61 Pitfield St,,N1 6BU,54ca4b13498e65e160dcb930,Hoxton,Greater London,Café,Cafés,Café,Hackney Borough,10
Hoxton,Northern Head district,Restaurant,Plaquemine Lock,51.53274445,-0.100523782,139 Graham St,,N1 8LB,58c272cefb9d896ae40a656d,London,,Cajun / Creole Restaurant,Cajun / Creole Restaurants,Cajun / Creole,Islington,15
Hoxton,Northern Head district,Restaurant,Wild Food Cafe,51.542564,-0.10288283,269-270 Upper St,,N1 2UQ,5c14f172e47b46002cb0ce2d,Islington,Greater London,Vegetarian / Vegan Restaurant,Vegetarian / Vegan Restaurants,Vegetarian / Vegan,,15
Hoxton,Northern Head district,Education,The Grove Nursery & Preschool,51.538395,-0.090699,"5, Shepperton House",91 Shepperton Rd,N1 3DF,5c46bd071ffed7002c1b8389,London,Greater London,Nursery School,Nursery Schools,Nursery School,,15
Hoxton,Northern Head district,Market,Avoman,51.537754,-0.102858,201-202 Upper St,,N1 1RQ,5fb6f9f1ccd2477884ac732a,London,Greater London,Fruit & Vegetable Store,Fruit & Vegetable Stores,Fruit & Vegetable Store,,15
Hoxton,Northern Head district,Market,Green Valley Grocers,51.533389,-0.10924,,,N1 9ER,60043d7ac870cc3de89b5444,London,Greater London,Fruit & Vegetable Store,Fruit & Vegetable Stores,Fruit & Vegetable Store,,37
Hoxton,Northern Head district,Grocery,Byresidency Pop-Up Italian Grocery,51.538867,-0.10266,,,N1 1QP,602903a324702f25028566b0,London,Greater London,Organic Grocery,Organic Groceries,Organic Grocery,,15
Hoxton,Northern Head district,Breakfast,Slim Chickens,51.538077,-0.102403,305-307 Upper St,,N1 2XQ,6043e54354b9ce1a2bcdea6f,London,Greater London,Burger Joint,Burger Joints,Burgers,,15
Kentish Town / Islington / Barnsburry,Northern London,Park,Finsbury Park,51.57032147,-0.10093689,Endymion Rd,,N 4 2,4ac518d1f964a520cba620e3,London,Greater London,Park,Parks,Park,,15
Harrow,Northolt,Breakfast,McDonald's,51.54302695,-0.378891861,256 Church Rd,Target Public House,UB5 5AW,4ba4e013f964a520c5bd38e3,Northolt,Greater London,Fast Food Restaurant,Fast Food Restaurants,Fast Food,,8
Harrow,Northolt,Market,The Codfather,51.55168335,-0.350751997,81 Oldfield Circus,,UB5 4RU,4c75506b604a3704294e8249,Northolt,,Fish & Chips Shop,Fish & Chips Shops,Fish & Chips,,8
Croydon / Norwood,Norwood,Park,Crystal Palace Park,51.42167289,-0.075321364,Crystal Palace Parade,Anerley Hill,SE19 2BB,4ac518cef964a52029a620e3,London,Greater London,Park,Parks,Park,,36
Croydon / Norwood,Norwood,Education,Virgo Fidelis Convent Senior School,51.42198505,-0.094585419,147 Central Hill,,SE19 1RS,4b215967f964a520873a24e3,Upper Norwood,Greater London,High School,High Schools,High School,,36
Croydon / Norwood,Norwood,Market,Haynes Lane Market,51.41837196,-0.083478747,Haynes Ln,,SE19 3AN,4da9bbd793a04642f06d9d76,Croydon,Greater London,Flea Market,Flea Markets,Flea Market,,36
Croydon / Norwood,Norwood,Hotel,Maxin Chicken,51.42329633,-0.105829239,272 Knight's Hill,,SE27 0QP,50a10606e4b035e93ff886b6,West Norwood,Greater London,Fried Chicken Joint,Fried Chicken Joints,Fried Chicken,,23
Croydon / Norwood,Norwood,Education,Woodside Primary School,51.38540298,-0.073146211,Moorland Road,,Se 25,5103e490e4b01719b1b5ff83,South Norwood,Greater London,School,Schools,School,,17
Croydon / Norwood,Norwood,Market,Crystal Palace Food Market,51.41827438,-0.083591566,Haynes Lane,,SE19 3AP,52e4e6e8498efa10ed8a5437,Crystal Palace,Greater London,Farmers Market,Farmers Markets,Farmer's Market,,36
Croydon / Norwood,Norwood,Education,St Joseph's College,51.42059345,-0.107030869,Beulah Hill,,SE19 3HL,539177dd498e70fb6bfa01c0,London,Greater London,College Academic Building,College Academic Buildings,Academic Building,,23
Croydon / Norwood,Norwood,Education,The Park Campus,51.428182,-0.097745,,,,53ede462498ef80605d558e1,,,Middle School,Middle Schools,Middle School,,36
Croydon / Norwood,Norwood,Caf�,Crown Cafe,51.42273254,-0.105059187,239 Knights Hill,,SE27 0QT,5538ad20498e9ba583432e46,West Norwood,Greater London,Café,Cafés,Café,,23
Croydon / Norwood,Norwood,Grocery,La Amazonas,51.41754,-0.08070901,,,SE19 2TA,602843bce66bd81d46ef566a,,,Organic Grocery,Organic Groceries,Organic Grocery,,36
Chelsea / Earl's Court / Fulham ,Notting Hill,Movie Theater,Electric Cinema,51.51559675,-0.204821975,191 Portobello Rd,Blenheim Cr,W11 2ED,4ac518e8f964a520b0ab20e3,London,Greater London,Movie Theater,Movie Theaters,Movie Theater,,20
Chelsea / Earl's Court / Fulham ,Notting Hill,Breakfast,McDonald's,51.509023,-0.198102,108/110 NOTTING HILL GATE,,W11 3QA,4baf52b3f964a520eaf73be3,London,Greater London,Fast Food Restaurant,Fast Food Restaurants,Fast Food,,20
Chelsea / Earl's Court / Fulham ,Notting Hill,Grocery,Tesco Express,51.50712976,-0.206349562,"82-82a Holland Park, Holland Park",,W11 3RB,4ccaaec9b878a09364887d9a,London,Greater London,Grocery Store,Grocery Stores,Grocery Store,,20
Chelsea / Earl's Court / Fulham ,Notting Hill,Market,Notting Hill Farmers' Market,51.50866411,-0.195557117,Notting Hill Gate,Kensington Church St.,W11 3LQ,4de0e02145dd3eae8778a3f6,Kensington,Greater London,Farmers Market,Farmers Markets,Farmer's Market,,20
Chelsea / Earl's Court / Fulham ,Notting Hill,Library,North Kensington Library,51.51686036,-0.209400626,108 Ladbroke Grove,,W11 1PZ,515ac337e4b0ebc154ab749d,London,Greater London,Library,Libraries,Library,,20
Chelsea / Earl's Court / Fulham ,Notting Hill,Caf�,Jusu Brothers,51.514804,-0.196389,147-149 Westbourne Grove,,W11 2RS,57c046e9498e382e5047ebdb,,,Café,Cafés,Café,,20
Chelsea / Earl's Court / Fulham ,Notting Hill,Breakfast,Eggslut,51.515257,-0.20473,185 Portobello Rd,,W11 2ED,5d4ab29e68f1740008725462,London,Greater London,Food And Breakfast Spot,Food And Breakfast Spots,Food And Breakfast,,20
Chelsea / Earl's Court / Fulham ,Notting Hill,Market,Notting Hill Fish Shop,51.513344,-0.203336,,,W11 2QA,5ed039d39b82540008858e16,London,Greater London,Fish Market,Fish Markets,Fish Market,,20
Chelsea / Earl's Court / Fulham ,Notting Hill,Grocery,The Good Plot,51.513491,-0.203753,296 Westbourne Grove,Kensington Park Road,W11 2PS,600d7ab42c36ee5dc02d130f,London,Greater London,Organic Grocery,Organic Groceries,Organic Grocery,,20
Chelsea / Earl's Court / Fulham ,Notting Hill,Grocery,Conscience Kitchen,51.518272,-0.204136,23 All Saints Road,,W11 1HE,603bb3730df1cd34dead40a7,London,Greater London,Organic Grocery,Organic Groceries,Organic Grocery,,20
Chelsea / Earl's Court / Fulham ,Notting Hill district,Market,Portobello Road Market,51.51433125,-0.204073191,Portobello Rd,,W11,4acaf933f964a52031c320e3,London,Greater London,Market,Markets,Market,,20
Hoxton,"Old Broad Street, Tower 42",Restaurant,Nusa Kitchen,51.51477825,-0.0849008,2 Adams Court,,EC2N 1DW,4b8b79f2f964a52087a032e3,London,Greater London,Asian Restaurant,Asian Restaurants,Asian,,10
Leytonstone / Olympic Park / Walthamstow / Ilford,Olympic Park,Movie Theater,Vue,51.5435255,-0.006512442,Westfield Stratford City,,E20 1EJ,4e74c57663655e2fd72f6a63,Stratford,Greater London,Multiplex,Multiplexes,Cineplex,,22
Leytonstone / Olympic Park / Walthamstow / Ilford,Olympic Park,Restaurant,Mr. Pretzels,51.54295627,-0.005919981,Westfield Stratford City,Montfichet Road,E20 1EL,4e89d39d82310042c1cb24a5,Stratford,Greater London,German Restaurant,German Restaurants,German,,22
Leytonstone / Olympic Park / Walthamstow / Ilford,Olympic Park,Park,Queen Elizabeth Olympic Park,51.54029569,-0.012937557,Montfitchet Rd,,E20 2ST,50339010e4b0e414aa95b940,London,Greater London,Park,Parks,Park,"Stratford,",22
Leytonstone / Olympic Park / Walthamstow / Ilford,Olympic Park,Nightlife,Neighbourhood,51.54696026,-0.008093606,52-54 Celebration Av,,E20 1DB,546a47bc498ea22120c182ab,Stratford and New Town,Greater London,Pub,Pubs,Pub,,22
Leytonstone / Olympic Park / Walthamstow / Ilford,Olympic Park,Caf�,Signorelli,51.5468026,-0.012015426,7 Victory Parade,,E20 1FS,55c3735d498e110cb68945fe,Stratford,Greater London,Café,Cafés,Café,Olympic Park,22
Leytonstone / Olympic Park / Walthamstow / Ilford,Olympic Park,Grocery,M&S Foodhall,51.54277477,-0.004853023,Westfield Stratford,,E20 1EH,5675aa75498ecb9862b66ee6,Stratford,Greater London,Grocery Store,Grocery Stores,Grocery Store,Stratford and New Town,22
Leytonstone / Olympic Park / Walthamstow / Ilford,Olympic Park,Hotel,Mother,51.54734621,-0.024945817,Here East,Queen Elizabeth Olympic Park,E20 3BS,58174ebf38fa794b8a1fb764,London,Greater London,Juice Bar,Juice Bars,Juice Bar,Wick,22
Leytonstone / Olympic Park / Walthamstow / Ilford,Olympic Park,Restaurant,Ginger and Mint,51.54721451,-0.01091183,13-14 Victory Parade,,E20 1FS,58d7d370f8572405208de6fc,Stratford,Greater London,Vegetarian / Vegan Restaurant,Vegetarian / Vegan Restaurants,Vegetarian / Vegan,,22
Leytonstone / Olympic Park / Walthamstow / Ilford,Olympic Park district,Hotel,Westfield Food Hall,51.544126,-0.006223,,,E20,5cb1aa5a4acb19002bec3438,London,Greater London,Food Court,Food Courts,Food Court,,22
Holborn / Clerkenwell / Soho (SE),Oxford Street,Breakfast,Chop'd,51.514692,-0.154117244,400 Oxford St,,W1 1AB,4b72a884f964a5207f822de3,London,Greater London,Salad Place,Salad Places,Salad,,0
Holborn / Clerkenwell / Soho (SE),Oxford Street,Restaurant,Mr Pretzels,51.516486,-0.131632,Oxford Street,,,5087dec4e4b0dbb714989414,London,Greater London,German Restaurant,German Restaurants,German,,37
Holborn / Clerkenwell / Soho (SE),Oxford Street,Hotel,Arcade Food Theatre,51.516322,-0.12947,103-105 New Oxford St,,WC1A 1DB,5d31b410ff915b00077556c3,London,Greater London,Food Court,Food Courts,Food Court,,37
Holborn / Clerkenwell / Soho (SE),Oxford Street,Entertainment,Variant 31: The Immersive Game,51.517136,-0.12534064,39 New Oxford Street,Holborn,WC1A 1BN,5d854523cb03a80008cf5d55,London,Greater London,Theme Park Ride / Attraction,Theme Park Rides/Attractions,Theme Park,,37
Paddington,Paddington,Park,Hyde Park,51.50718789,-0.163730622,Serpentine Rd,,W2 2TP,4ac518d2f964a52026a720e3,London,Greater London,Park,Parks,Park,,0
Paddington,Paddington,Grocery,Planet Organic,51.51550431,-0.191166484,42 Westbourne Grove,,W2 5SH,4ac518f4f964a52010af20e3,London,Greater London,Organic Grocery,Organic Groceries,Organic Grocery,,20
Paddington,Paddington,Park,Ravenscourt Park,51.49746143,-0.238992548,16 Ravenscourt Ave,,W 6 0,4acee9f0f964a5200cd220e3,London,Greater London,Park,Parks,Park,,26
Paddington,Paddington,Hotel,Serpentine Bar & Kitchen,51.50508402,-0.159918694,Serpentine Rd,,W2 2UH,4b4dbf69f964a520b9d626e3,London,Greater London,Bistro,Bistros,Bistro,,0
Paddington,Paddington,Health,St. Mary's Hospital,51.51701684,-0.174661182,Praed St,,W2 1NY,4b4edb89f964a5206ff626e3,Paddington,Greater London,Hospital,Hospitals,Hospital,,20
Paddington,Paddington,Park,Kensington Gardens,51.50676585,-0.180373192,Kensington Rd,Bayswater Rd,W2 3XA,4b7ffcd1f964a520e94830e3,London,Greater London,Park,Parks,Park,Knightsbridge and Belgravia,20
Paddington,Paddington,Caf�,Churreria Española,51.51597801,-0.188460892,177-179 Queensway,,W2 5HL,4b9a4b4ef964a5203eaa35e3,London,Greater London,Café,Cafés,Café,,20
Paddington,Paddington,Health,The Lindo Wing,51.517475,-0.174279,St Marys Hospital,at Praed Street,W2 1NY,4bd01db9a8b3a5936a4d635f,Paddington,Greater London,Hospital,Hospitals,Hospital,,20
Paddington,Paddington,Breakfast,Souper Douper,51.51650453,-0.176697295,Paddington Station (PAD),,,4c0a2992ffb8c9b642186b61,Paddington,Greater London,Soup Place,Soup Places,Soup,,20
Paddington,Paddington,Breakfast,McDonald's,51.51748273,-0.166356387,178-180 Edgware Rd,,W2 2DS,4c347153a0ced13adc1a186e,Paddington,Greater London,Fast Food Restaurant,Fast Food Restaurants,Fast Food,,0
Paddington,Paddington,Restaurant,Côte Brasserie,51.51515768,-0.19412583,98 Westbourne Grove,,W2 5RU,4cbd70be4c60a093919b56ca,Paddington,Greater London,French Restaurant,French Restaurants,French,,20
Paddington,Paddington,Education,Paddington Academy,51.52480286,-0.192845691,"50 Marylands Road, London, W9 2DR",,,4dc16550fa764d03e9fd26ba,Paddington,Greater London,School,Schools,School,,20
Paddington,Paddington,Health,Healing Room,51.51536,-0.144273,,,,4e008c3dd22db37fb0253ff9,Paddington,Greater London,Emergency Room,Emergency Rooms,Emergency Room,,0
Paddington,Paddington,Health,Operating Theatres,51.51674975,-0.173906079,QEQM wing,St. Mary's Hospital,,4e3282d452b151d5686d93be,Paddington,Greater London,Emergency Room,Emergency Rooms,Emergency Room,,20
Paddington,Paddington,Breakfast,Souper Douper,51.522708,-0.163308,,,,4e37bad3d4c0dc7ad2e885a9,Paddington,Greater London,Soup Place,Soup Places,Soup,,0
Paddington,Paddington,Nightlife,The Bridge,51.51518616,-0.176288652,9 South Wharf Road,,,4effffcfb8f787cad149b701,,,Nightclub,Nightclubs,Nightclub,,20
Paddington,Paddington,Hotel,The Lawn,51.51599373,-0.176553726,Paddington Station (PAD),,,4f522aa1e4b07c31b30a3183,London,Greater London,Food Court,Food Courts,Food Court,,20
Paddington,Paddington,Liquer,Cépage[s],51.51887564,-0.194672913,69 Westbourne Park Road,,W2 5QH,546f9637498ea38ffedb0044,London,Greater London,Wine Bar,Wine Bars,Wine Bar,,20
Paddington,Paddington,Restaurant,Little Persia,51.51413262,-0.180478502,,,,552012d2498e070eca5b1916,,,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,,20
Paddington,Paddington,Restaurant,Aubaine,51.51024823,-0.187641729,129 Bayswater Rd,,W2 4RJ,558fb2ec498e642c87ea0f71,London,Greater London,French Restaurant,French Restaurants,French,,20
Paddington,Paddington,Restaurant,Redemption,51.51551618,-0.195184452,6 Chepstow Rd,,W2 5BH,55f30887498ea68319c123cf,,,Vegetarian / Vegan Restaurant,Vegetarian / Vegan Restaurants,Vegetarian / Vegan,,20
Paddington,Paddington,Restaurant,Farmacy,51.51533404,-0.192749032,74-76 Westbourne Grove,,W2 5SH,57235408498e259d1718f551,London,Greater London,Vegetarian / Vegan Restaurant,Vegetarian / Vegan Restaurants,Vegetarian / Vegan,,20
Paddington,Paddington,Education,British Study Centres School Of English,51.51925587,-0.123839606,Bloomsbury square 23,,W C1A,5908359869e77b3de6c3b594,London,Greater London,Language School,Language Schools,Language School,,37
Paddington,Paddington,Market,Bens Fruit & Vegetables,51.51531272,-0.193151236,80 Westbourne Grove,,W2 5RT,5a12b560dd70c52f540253e7,London,Greater London,Fruit & Vegetable Store,Fruit & Vegetable Stores,Fruit & Vegetable Store,,20
Paddington,Paddington,Hotel,Ladle,51.52083447,-0.07327792,,,W2,5b9274943d479100390bfb07,London,Greater London,Food Truck,Food Trucks,Food Truck,,10
Paddington,Paddington,Restaurant,Grilandia,51.515407,-0.189228,,,W2 4SA,5c4b675416ef67002c3ec2d0,London,Greater London,Lebanese Restaurant,Lebanese Restaurants,Lebanese,,20
Paddington,Paddington,Liquer,BrewDog Paddington,51.5188809,-0.170901258,Unit 1 West End Quay,,W2 1JX,5c66484fe55d8b002d92fc62,Paddington,Greater London,Beer Bar,Beer Bars,Beer Bar,Paddington,20
Lambeth / Camberwell / Walworth / Peckham,Peckham,Movie Theater,Peckham Plex,51.47100288,-0.068342137,95a Rye Ln,,SE15 4ST,4ad60635f964a520930421e3,Peckham,Greater London,Indie Movie Theater,Indie Movie Theaters,Indie Movies,,36
Lambeth / Camberwell / Walworth / Peckham,Peckham,Library,Peckham Library,51.47429325,-0.069308119,122 Peckham Hill St,,SE15 5JR,4b48ebbcf964a520705d26e3,Peckham,Greater London,Library,Libraries,Library,,36
Lambeth / Camberwell / Walworth / Peckham,Peckham,Park,Peckham Rye Park,51.4566677,-0.060167313,Straker's Rd,Peckham Rye,SE15 3UA,4db55e2ccda1c57c826c7042,London,Greater London,Park,Parks,Park,,36
Lambeth / Camberwell / Walworth / Peckham,Peckham,Breakfast,Provisional Soup Kitchen,51.46991585,-0.065982342,Unit 5b,133 Copeland Road,SE15 3SN,4f131431a17ccd56cb48b0eb,Peckham,Greater London,Soup Place,Soup Places,Soup,,36
Lambeth / Camberwell / Walworth / Peckham,Peckham,Restaurant,Miss Tapas,51.46796263,-0.069082975,46 Choumert Rd,,SE15 4SE,54c3f04c498ed4cc073a7e05,London,Greater London,Tapas Restaurant,Tapas Restaurants,Tapas,,36
Lambeth / Camberwell / Walworth / Peckham,Peckham,Entertainment,Peckham Levels,51.47071784,-0.067355633,95A Rye Ln,,SE15 4ST,59a65f6c47f87622462952a5,London,Greater London,Community Center,Community Centers,Community Center,,36
Lambeth / Camberwell / Walworth / Peckham,Peckham,Nightlife,AMP Studios,51.47859325,-0.054033101,897a Old Kent Road,,SE15 1NL,5b4de4e30a08ab002ce09b18,London,Greater London,Other Nightlife,Other Nightlife,Nightlife,,3
Mayfair / Piccadilly,Piccadilly,Movie Theater,Vue,51.50905348,-0.134138038,19 Lower Regent St,at Jermyn St,SW1Y 4LR,4f53a937e4b03be364423dd2,Piccadilly,Greater London,Multiplex,Multiplexes,Cineplex,,0
